requete	11pt_avg	P_1	P_10	P_100	P_1000	P_15	P_2	P_20	P_200	P_30	P_5	P_50	P_500	Rndcg	Rprec	bpref	iprec_at_recall_0.00	iprec_at_recall_0.10	iprec_at_recall_0.20	iprec_at_recall_0.30	iprec_at_recall_0.40	iprec_at_recall_0.50	iprec_at_recall_0.60	iprec_at_recall_0.70	iprec_at_recall_0.80	iprec_at_recall_0.90	iprec_at_recall_1.00	map	ndcg	ndcg_cut_10	ndcg_cut_100	ndcg_cut_1000	ndcg_cut_15	ndcg_cut_20	ndcg_cut_200	ndcg_cut_30	ndcg_cut_5	ndcg_cut_500	ndcg_rel	num_rel	num_rel_ret	num_ret	recall_1	recall_10	recall_100	recall_1000	recall_15	recall_2	recall_20	recall_200	recall_30	recall_5	recall_50	recall_500	recip_rank	relative_P_1	relative_P_10	relative_P_100	relative_P_1000	relative_P_15	relative_P_2	relative_P_20	relative_P_200	relative_P_30	relative_P_5	relative_P_50	relative_P_500	set_F	set_P	set_map	set_recall	set_relative_P	success_1	success_10	success_5	
451	0.5815	0.0	0.9000	0.1500	0.0180	0.7333	0.0	0.7000	0.0750	0.4667	1.0000	0.0	0.0340	0.8279	0.6364	0.5909	1.0000	1.0000	1.0000	0.9091	0.9091	0.7647	0.7368	0.0576	0.0195	0.0000	0.0000	0.5840	0.8490	0.9426	0.8175	0.8490	0.8648	0.8354	0.8175	0.8010	0.9344	0.8396	0.8991	22	18	1000	0.0	0.4091	0.6818	0.8182	0.5000	0.0	0.6364	0.6818	0.6364	0.2273	0.0	0.7727	1.0000	0.0	0.9000	0.6818	0.8182	0.7333	0.0	0.7000	0.6818	0.6364	1.0000	0.0	0.7727	0.0352	0.0180	0.0147	0.8182	0.8182	1.0000	1.0000	1.0000	
452	0.1418	0.0	0.8000	0.2900	0.0830	0.6667	0.0	0.5500	0.2050	0.4667	0.6000	0.0	0.1080	0.2998	0.1636	0.1420	1.0000	0.3649	0.1085	0.0864	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0873	0.2938	0.3976	0.3054	0.2938	0.3991	0.3809	0.2414	0.3706	0.3422	0.2302	0.2947	269	83	0.0	0.0	0.0297	0.1078	0.3086	0.0372	0.0	0.0409	0.1524	0.0520	0.0112	0.0	0.2007	1.0000	0.0	0.8000	0.2900	0.3086	0.6667	0.0	0.5500	0.2050	0.4667	0.6000	0.0	0.2007	0.1308	0.0830	0.0256	0.3086	0.3086	1.0000	1.0000	1.0000	
453	0.3669	0.0	0.7000	0.4500	0.0810	0.8000	0.0	0.7500	0.2800	0.6667	0.8000	0.0	0.1400	0.5238	0.4466	0.3753	0.8571	0.8333	0.6562	0.5167	0.4574	0.3824	0.1950	0.1372	0.0000	0.0000	0.0000	0.3489	0.6501	0.3771	0.4783	0.6501	0.4928	0.5230	0.5392	0.5195	0.4152	0.6062	0.5456	103	81	0.0	0.0	0.0680	0.4369	0.7864	0.1165	0.0	0.1456	0.5437	0.1942	0.0388	0.0	0.6796	0.5000	0.0	0.7000	0.4500	0.7864	0.8000	0.0	0.7500	0.5437	0.6667	0.8000	0.0	0.6796	0.1469	0.0810	0.0637	0.7864	0.7864	0.0000	1.0000	1.0000	
454	0.3789	0.0	0.5000	0.4600	0.1270	0.5333	0.0	0.5000	0.3500	0.6000	0.4000	0.0	0.2280	0.5502	0.4143	0.3588	0.6250	0.6250	0.5800	0.5116	0.4496	0.3571	0.3333	0.2943	0.2363	0.1556	0.0000	0.3584	0.7319	0.4304	0.5175	0.7319	0.4661	0.4377	0.5327	0.5375	0.3452	0.6908	0.5818	140	127	0.0	0.0	0.0357	0.3286	0.9071	0.0571	0.0	0.0714	0.5000	0.1286	0.0143	0.0	0.8143	0.5000	0.0	0.5000	0.4600	0.9071	0.5333	0.0	0.5000	0.5000	0.6000	0.4000	0.0	0.8143	0.2228	0.1270	0.1152	0.9071	0.9071	0.0000	1.0000	1.0000	
455	0.2565	0.0	0.3000	0.1300	0.0160	0.3333	0.0	0.4000	0.0800	0.3000	0.6000	0.0	0.0320	0.4196	0.3750	0.2604	0.7500	0.7500	0.4444	0.4444	0.2083	0.1413	0.0833	0.0000	0.0000	0.0000	0.0000	0.2111	0.4908	0.3551	0.4487	0.4908	0.3602	0.3942	0.4908	0.3811	0.4788	0.4908	0.4469	24	16	0.0	0.0	0.1250	0.5417	0.6667	0.2083	0.0	0.3333	0.6667	0.3750	0.1250	0.0	0.6667	0.5000	0.0	0.3000	0.5417	0.6667	0.3333	0.0	0.4000	0.6667	0.3750	0.6000	0.0	0.6667	0.0312	0.0160	0.0107	0.6667	0.6667	0.0000	1.0000	1.0000	
456	0.0012	0.0	0.0000	0.0000	0.0040	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0194	0.0000	0.0000	0.0043	0.0043	0.0043	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0581	0.0000	0.0000	0.0581	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0520	14	4	0.0	0.0	0.0000	0.0000	0.2857	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0020	0.0	0.0000	0.0000	0.2857	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0079	0.0040	0.0011	0.2857	0.2857	0.0000	0.0000	0.0000	
457	0.1182	0.0	0.3000	0.1200	0.0540	0.2000	0.0	0.1500	0.1450	0.1333	0.2000	0.0	0.0960	0.2518	0.1159	0.0777	0.3750	0.1556	0.1522	0.1522	0.1522	0.1120	0.1120	0.0891	0.0000	0.0000	0.0000	0.1033	0.4581	0.1617	0.1631	0.4581	0.1400	0.1250	0.3031	0.1219	0.0656	0.4212	0.3229	69	54	0.0	0.0	0.0435	0.1739	0.7826	0.0435	0.0	0.0435	0.4203	0.0580	0.0145	0.0	0.6957	0.2000	0.0	0.3000	0.1739	0.7826	0.2000	0.0	0.1500	0.4203	0.1333	0.2000	0.0	0.6957	0.1010	0.0540	0.0423	0.7826	0.7826	0.0000	1.0000	1.0000	
458	0.0266	0.0	0.0000	0.0600	0.0140	0.0000	0.0	0.0000	0.0400	0.0333	0.0000	0.0	0.0220	0.0789	0.0571	0.0155	0.0952	0.0952	0.0556	0.0248	0.0221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0204	0.1990	0.0000	0.1006	0.1990	0.0000	0.0000	0.1256	0.0221	0.0000	0.1697	0.1669	35	14	0.0	0.0	0.0000	0.1714	0.4000	0.0000	0.0	0.0000	0.2286	0.0286	0.0000	0.0	0.3143	0.0476	0.0	0.0000	0.1714	0.4000	0.0000	0.0	0.0000	0.2286	0.0333	0.0000	0.0	0.3143	0.0271	0.0140	0.0056	0.4000	0.4000	0.0000	0.0000	0.0000	
459	0.2159	0.0	0.4000	0.1900	0.0330	0.2667	0.0	0.2500	0.1150	0.2000	0.6000	0.0	0.0620	0.5892	0.2558	0.1585	1.0000	0.2750	0.2750	0.2308	0.1979	0.1901	0.1140	0.0917	0.0000	0.0000	0.0000	0.1965	0.6370	0.6090	0.5075	0.6370	0.5179	0.4796	0.5474	0.4126	0.7227	0.6227	0.5766	43	33	0.0	0.0	0.0930	0.4419	0.7674	0.0930	0.0	0.1163	0.5349	0.1395	0.0698	0.0	0.7209	1.0000	0.0	0.4000	0.4419	0.7674	0.2667	0.0	0.2500	0.5349	0.2000	0.6000	0.0	0.7209	0.0633	0.0330	0.0253	0.7674	0.7674	1.0000	1.0000	1.0000	
460	0.1240	0.0	0.0000	0.1800	0.0500	0.0000	0.0	0.0000	0.1400	0.0333	0.0000	0.0	0.0940	0.2776	0.0984	0.1080	0.1875	0.1875	0.1875	0.1863	0.1591	0.1410	0.1375	0.1164	0.0610	0.0000	0.0000	0.1078	0.4777	0.0000	0.2051	0.4777	0.0000	0.0000	0.2998	0.0230	0.0000	0.4564	0.3063	61	50	0.0	0.0	0.0000	0.2951	0.8197	0.0000	0.0	0.0000	0.4590	0.0164	0.0000	0.0	0.7705	0.0385	0.0	0.0000	0.2951	0.8197	0.0000	0.0	0.0000	0.4590	0.0333	0.0000	0.0	0.7705	0.0943	0.0500	0.0410	0.8197	0.8197	0.0000	0.0000	0.0000	
461	0.6150	0.0	0.3000	0.0300	0.0040	0.2000	0.0	0.1500	0.0150	0.1000	0.6000	0.0	0.0060	0.6184	0.7500	0.6250	1.0000	1.0000	1.0000	0.7500	0.7500	0.7500	0.7500	0.7500	0.0050	0.0050	0.0050	0.6054	0.6921	0.6630	0.6630	0.6921	0.6630	0.6630	0.6630	0.6630	0.6630	0.6630	0.5835	4	4	0.0	0.0	0.7500	0.7500	1.0000	0.7500	0.0	0.7500	0.7500	0.7500	0.7500	0.0	0.7500	1.0000	0.0	0.7500	0.7500	1.0000	0.7500	0.0	0.7500	0.7500	0.7500	0.7500	0.0	0.7500	0.0080	0.0040	0.0040	1.0000	1.0000	1.0000	1.0000	1.0000	
462	0.2709	0.0	0.3000	0.1200	0.0220	0.2667	0.0	0.3500	0.0800	0.3000	0.6000	0.0	0.0380	0.3993	0.3000	0.2078	1.0000	1.0000	0.3500	0.3000	0.1429	0.0877	0.0735	0.0261	0.0000	0.0000	0.0000	0.1977	0.4821	0.2999	0.3669	0.4821	0.2842	0.3225	0.4245	0.2997	0.3867	0.4557	0.4206	30	22	0.0	0.0	0.1000	0.4000	0.7333	0.1333	0.0	0.2333	0.5333	0.3000	0.1000	0.0	0.6333	1.0000	0.0	0.3000	0.4000	0.7333	0.2667	0.0	0.3500	0.5333	0.3000	0.6000	0.0	0.6333	0.0427	0.0220	0.0161	0.7333	0.7333	1.0000	1.0000	1.0000	
463	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	93	0	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
464	0.0013	0.0	0.0000	0.0100	0.0020	0.0000	0.0	0.0000	0.0050	0.0000	0.0000	0.0	0.0040	0.0125	0.0000	0.0000	0.0101	0.0041	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0376	0.0000	0.0215	0.0376	0.0000	0.0000	0.0215	0.0000	0.0000	0.0376	0.0363	13	2	0.0	0.0	0.0000	0.0769	0.1538	0.0000	0.0	0.0000	0.0769	0.0000	0.0000	0.0	0.1538	0.0101	0.0	0.0000	0.0769	0.1538	0.0000	0.0	0.0000	0.0769	0.0000	0.0000	0.0	0.1538	0.0039	0.0020	0.0003	0.1538	0.1538	0.0000	0.0000	0.0000	
465	0.0088	0.0	0.0000	0.0300	0.0110	0.0000	0.0	0.0000	0.0250	0.0333	0.0000	0.0	0.0100	0.0490	0.0278	0.0085	0.0385	0.0320	0.0136	0.0130	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.1315	0.0000	0.0378	0.1315	0.0000	0.0000	0.0685	0.0169	0.0000	0.0685	0.1157	36	11	0.0	0.0	0.0000	0.0833	0.3056	0.0000	0.0	0.0000	0.1389	0.0278	0.0000	0.0	0.1389	0.0385	0.0	0.0000	0.0833	0.3056	0.0000	0.0	0.0000	0.1389	0.0333	0.0000	0.0	0.1389	0.0212	0.0110	0.0034	0.3056	0.3056	0.0000	0.0000	0.0000	
466	0.5909	0.0	0.1000	0.0200	0.0020	0.0667	0.0	0.1000	0.0100	0.0667	0.2000	0.0	0.0040	0.8690	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1000	0.1000	0.1000	0.1000	0.1000	0.5500	0.8467	0.7602	0.8467	0.8467	0.7602	0.8467	0.8467	0.8467	0.7602	0.8467	0.9234	2	2	0.0	0.0	0.5000	1.0000	1.0000	0.5000	0.0	1.0000	1.0000	1.0000	0.5000	0.0	1.0000	1.0000	0.0	0.5000	1.0000	1.0000	0.5000	0.0	1.0000	1.0000	1.0000	0.5000	0.0	1.0000	0.0040	0.0020	0.0020	1.0000	1.0000	1.0000	1.0000	1.0000	
467	0.2207	0.0	0.4000	0.1800	0.0560	0.4000	0.0	0.3500	0.1200	0.2333	0.6000	0.0	0.0800	0.6415	0.2333	0.1558	1.0000	0.4000	0.2449	0.2308	0.1558	0.0812	0.0812	0.0800	0.0779	0.0758	0.0000	0.1756	0.6933	0.6846	0.4367	0.6933	0.6375	0.5834	0.4867	0.4778	0.7735	0.5932	0.5813	60	56	0.0	0.0	0.0667	0.3000	0.9333	0.1000	0.0	0.1167	0.4000	0.1167	0.0500	0.0	0.6667	1.0000	0.0	0.4000	0.3000	0.9333	0.4000	0.0	0.3500	0.4000	0.2333	0.6000	0.0	0.6667	0.1057	0.0560	0.0523	0.9333	0.9333	1.0000	1.0000	1.0000	
468	0.0267	0.0	0.0000	0.0300	0.0200	0.0667	0.0	0.0500	0.0200	0.0333	0.0000	0.0	0.0180	0.0988	0.0345	0.0178	0.0750	0.0750	0.0287	0.0287	0.0287	0.0287	0.0287	0.0000	0.0000	0.0000	0.0000	0.0200	0.2601	0.0000	0.0642	0.2601	0.0468	0.0421	0.0844	0.0363	0.0000	0.1503	0.1892	29	20	0.0	0.0	0.0000	0.1034	0.6897	0.0345	0.0	0.0345	0.1379	0.0345	0.0000	0.0	0.3103	0.0667	0.0	0.0000	0.1034	0.6897	0.0667	0.0	0.0500	0.1379	0.0345	0.0000	0.0	0.3103	0.0389	0.0200	0.0138	0.6897	0.6897	0.0000	0.0000	0.0000	
469	0.0666	0.0	0.1000	0.0200	0.0110	0.0667	0.0	0.0500	0.0200	0.0333	0.2000	0.0	0.0160	0.2711	0.0909	0.0826	0.5000	0.0315	0.0315	0.0315	0.0234	0.0234	0.0221	0.0221	0.0163	0.0163	0.0142	0.0645	0.3960	0.1776	0.1913	0.3960	0.1709	0.1709	0.2689	0.1709	0.2290	0.3525	0.3214	11	11	0.0	0.0	0.0909	0.1818	1.0000	0.0909	0.0	0.0909	0.3636	0.0909	0.0909	0.0	0.7273	0.5000	0.0	0.1000	0.1818	1.0000	0.0909	0.0	0.0909	0.3636	0.0909	0.2000	0.0	0.7273	0.0246	0.0124	0.0124	1.0000	1.0000	0.0000	1.0000	1.0000	
470	0.1655	0.0	0.2000	0.0500	0.0160	0.1333	0.0	0.1000	0.0450	0.0667	0.2000	0.0	0.0320	0.4955	0.1250	0.1055	1.0000	0.2857	0.0676	0.0676	0.0571	0.0571	0.0571	0.0571	0.0571	0.0571	0.0571	0.1280	0.5718	0.3779	0.3664	0.5718	0.3114	0.3016	0.4584	0.3016	0.4367	0.5718	0.4920	16	16	0.0	0.0	0.1250	0.3125	1.0000	0.1250	0.0	0.1250	0.5625	0.1250	0.0625	0.0	1.0000	1.0000	0.0	0.2000	0.3125	1.0000	0.1333	0.0	0.1250	0.5625	0.1250	0.2000	0.0	1.0000	0.1070	0.0565	0.0565	1.0000	1.0000	1.0000	1.0000	1.0000	
471	0.0341	0.0	0.0000	0.0100	0.0060	0.0667	0.0	0.0500	0.0250	0.0333	0.0000	0.0	0.0100	0.0829	0.0000	0.0000	0.0909	0.0909	0.0370	0.0370	0.0370	0.0370	0.0370	0.0076	0.0000	0.0000	0.0000	0.0258	0.2488	0.0000	0.1126	0.2488	0.1126	0.1126	0.2279	0.1126	0.0000	0.2279	0.1999	8	6	0.0	0.0	0.0000	0.1250	0.7500	0.1250	0.0	0.1250	0.6250	0.1250	0.0000	0.0	0.6250	0.0909	0.0	0.0000	0.1250	0.7500	0.1250	0.0	0.1250	0.6250	0.1250	0.0000	0.0	0.6250	0.0119	0.0060	0.0045	0.7500	0.7500	0.0000	0.0000	0.0000	
472	0.0390	0.0	0.1000	0.0600	0.0150	0.1333	0.0	0.1000	0.0400	0.0667	0.0000	0.0	0.0200	0.0985	0.0690	0.0511	0.1818	0.0857	0.0857	0.0338	0.0229	0.0195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0308	0.2376	0.0540	0.1380	0.2376	0.0817	0.0706	0.1635	0.0578	0.0000	0.1865	0.1958	29	15	0.0	0.0	0.0345	0.2069	0.5172	0.0690	0.0	0.0690	0.2759	0.0690	0.0000	0.0	0.3448	0.1429	0.0	0.1000	0.2069	0.5172	0.1333	0.0	0.1000	0.2759	0.0690	0.0000	0.0	0.3448	0.0292	0.0150	0.0078	0.5172	0.5172	0.0000	1.0000	0.0000	
473	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	0	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
474	0.0005	0.0	0.0000	0.0000	0.0040	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0040	0.0090	0.0000	0.0000	0.0060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0271	0.0000	0.0000	0.0271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0144	0.0264	59	4	0.0	0.0	0.0000	0.0000	0.0678	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0339	0.0030	0.0	0.0000	0.0000	0.0678	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0339	0.0076	0.0040	0.0003	0.0678	0.0678	0.0000	0.0000	0.0000	
475	0.0606	0.0	0.3000	0.0700	0.0160	0.2667	0.0	0.2500	0.0400	0.2000	0.2000	0.0	0.0240	0.1514	0.1556	0.1358	0.3333	0.2778	0.0353	0.0198	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0464	0.2627	0.2343	0.1914	0.2627	0.2297	0.2260	0.2009	0.2040	0.1404	0.2338	0.2500	45	16	0.0	0.0	0.0667	0.1556	0.3556	0.0889	0.0	0.1111	0.1778	0.1333	0.0222	0.0	0.2667	0.2000	0.0	0.3000	0.1556	0.3556	0.2667	0.0	0.2500	0.1778	0.2000	0.2000	0.0	0.2667	0.0306	0.0160	0.0057	0.3556	0.3556	0.0000	1.0000	1.0000	
476	0.2875	0.0	0.3000	0.3900	0.0600	0.3333	0.0	0.3000	0.2650	0.2667	0.4000	0.0	0.1180	0.3463	0.3830	0.2808	1.0000	0.4037	0.4037	0.4037	0.4037	0.3906	0.1575	0.0000	0.0000	0.0000	0.0000	0.2204	0.5082	0.2033	0.3730	0.5082	0.2304	0.2268	0.4741	0.2564	0.2544	0.5040	0.4104	94	60	0.0	0.0	0.0319	0.4149	0.6383	0.0532	0.0	0.0638	0.5638	0.0851	0.0213	0.0	0.6277	1.0000	0.0	0.3000	0.4149	0.6383	0.3333	0.0	0.3000	0.5638	0.2667	0.4000	0.0	0.6277	0.1097	0.0600	0.0383	0.6383	0.6383	1.0000	1.0000	1.0000	
477	0.0125	0.0	0.0000	0.0100	0.0020	0.0000	0.0	0.0000	0.0100	0.0000	0.0000	0.0	0.0040	0.0556	0.0000	0.0000	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0125	0.0114	0.1668	0.0000	0.1149	0.1668	0.0000	0.0000	0.1668	0.0000	0.0000	0.1668	0.1408	2	2	0.0	0.0	0.0000	0.5000	1.0000	0.0000	0.0	0.0000	1.0000	0.0000	0.0000	0.0	1.0000	0.0103	0.0	0.0000	0.5000	1.0000	0.0000	0.0	0.0000	1.0000	0.0000	0.0000	0.0	1.0000	0.0040	0.0020	0.0020	1.0000	1.0000	0.0000	0.0000	0.0000	
478	0.0145	0.0	0.0000	0.0500	0.0230	0.0000	0.0	0.0000	0.0400	0.0000	0.0000	0.0	0.0400	0.0675	0.0505	0.0208	0.0656	0.0495	0.0441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0101	0.1525	0.0000	0.0501	0.1525	0.0000	0.0000	0.0732	0.0000	0.0000	0.1395	0.1387	99	23	0.0	0.0	0.0000	0.0505	0.2323	0.0000	0.0	0.0000	0.0808	0.0000	0.0000	0.0	0.2020	0.0256	0.0	0.0000	0.0505	0.2323	0.0000	0.0	0.0000	0.0808	0.0000	0.0000	0.0	0.2020	0.0419	0.0230	0.0053	0.2323	0.2323	0.0000	0.0000	0.0000	
479	0.2654	0.0	0.4000	0.2000	0.0570	0.4000	0.0	0.4000	0.2000	0.3000	0.8000	0.0	0.1040	0.3972	0.2206	0.1754	1.0000	0.4444	0.2885	0.2450	0.2450	0.2450	0.2038	0.1538	0.0932	0.0000	0.0000	0.2209	0.6052	0.3753	0.3238	0.6052	0.3816	0.4133	0.4843	0.3518	0.5061	0.5744	0.4673	68	57	0.0	0.0	0.0588	0.2941	0.8382	0.0882	0.0	0.1176	0.5882	0.1324	0.0588	0.0	0.7647	1.0000	0.0	0.4000	0.2941	0.8382	0.4000	0.0	0.4000	0.5882	0.3000	0.8000	0.0	0.7647	0.1067	0.0570	0.0478	0.8382	0.8382	1.0000	1.0000	1.0000	
480	0.0016	0.0	0.0000	0.0000	0.0040	0.0000	0.0	0.0000	0.0050	0.0000	0.0000	0.0	0.0040	0.0197	0.0000	0.0000	0.0069	0.0057	0.0046	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0592	0.0000	0.0000	0.0592	0.0000	0.0000	0.0178	0.0000	0.0000	0.0330	0.0549	19	4	0.0	0.0	0.0000	0.0000	0.2105	0.0000	0.0	0.0000	0.0526	0.0000	0.0000	0.0	0.1053	0.0069	0.0	0.0000	0.0000	0.2105	0.0000	0.0	0.0000	0.0526	0.0000	0.0000	0.0	0.1053	0.0079	0.0040	0.0008	0.2105	0.2105	0.0000	0.0000	0.0000	
481	0.2663	0.0	0.5000	0.1300	0.0240	0.4000	0.0	0.4000	0.0850	0.3333	0.8000	0.0	0.0420	0.6311	0.3226	0.2820	1.0000	0.8000	0.4444	0.3333	0.1548	0.0924	0.0642	0.0399	0.0000	0.0000	0.0000	0.2646	0.6298	0.6237	0.5059	0.6298	0.5512	0.5317	0.5566	0.4653	0.7682	0.6007	0.6157	31	24	0.0	0.0	0.1613	0.4194	0.7742	0.1935	0.0	0.2581	0.5484	0.3226	0.1290	0.0	0.6774	1.0000	0.0	0.5000	0.4194	0.7742	0.4000	0.0	0.4000	0.5484	0.3333	0.8000	0.0	0.6774	0.0466	0.0240	0.0186	0.7742	0.7742	1.0000	1.0000	1.0000	
482	0.0696	0.0	0.1000	0.0300	0.0080	0.1333	0.0	0.1500	0.0200	0.1000	0.0000	0.0	0.0100	0.1681	0.1250	0.0469	0.1667	0.1667	0.1538	0.1500	0.0377	0.0377	0.0127	0.0113	0.0110	0.0088	0.0088	0.0690	0.3606	0.1438	0.2428	0.3606	0.1968	0.2428	0.2728	0.2428	0.0000	0.2962	0.2742	8	8	0.0	0.0	0.1250	0.3750	1.0000	0.2500	0.0	0.3750	0.5000	0.3750	0.0000	0.0	0.6250	0.1667	0.0	0.1250	0.3750	1.0000	0.2500	0.0	0.3750	0.5000	0.3750	0.0000	0.0	0.6250	0.0159	0.0080	0.0080	1.0000	1.0000	0.0000	1.0000	0.0000	
483	0.0324	0.0	0.0000	0.0300	0.0110	0.0000	0.0	0.1000	0.0300	0.0667	0.0000	0.0	0.0200	0.0870	0.0000	0.0000	0.1000	0.1000	0.0381	0.0373	0.0270	0.0270	0.0270	0.0000	0.0000	0.0000	0.0000	0.0272	0.2611	0.0000	0.1048	0.2611	0.0000	0.0838	0.1898	0.0838	0.0000	0.2477	0.2003	16	11	0.0	0.0	0.0000	0.1875	0.6875	0.0000	0.0	0.1250	0.3750	0.1250	0.0000	0.0	0.6250	0.0526	0.0	0.0000	0.1875	0.6875	0.0000	0.0	0.1250	0.3750	0.1250	0.0000	0.0	0.6250	0.0217	0.0110	0.0076	0.6875	0.6875	0.0000	0.0000	0.0000	
484	0.2678	0.0	0.2000	0.0900	0.0090	0.1333	0.0	0.2000	0.0450	0.1667	0.4000	0.0	0.0180	0.5983	0.1538	0.1538	1.0000	1.0000	0.2222	0.2222	0.1750	0.1750	0.1509	0.0000	0.0000	0.0000	0.0000	0.2483	0.6116	0.4261	0.6116	0.6116	0.3766	0.4790	0.6116	0.5088	0.5745	0.6116	0.6116	13	9	0.0	0.0	0.1538	0.6923	0.6923	0.1538	0.0	0.3077	0.6923	0.3846	0.1538	0.0	0.6923	1.0000	0.0	0.2000	0.6923	0.6923	0.1538	0.0	0.3077	0.6923	0.3846	0.4000	0.0	0.6923	0.0178	0.0090	0.0062	0.6923	0.6923	1.0000	1.0000	1.0000	
485	1.0000	0.0	0.2000	0.0200	0.0020	0.1333	0.0	0.1000	0.0100	0.0667	0.4000	0.0	0.0040	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	2	2	0.0	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	0.0040	0.0020	0.0020	1.0000	1.0000	1.0000	1.0000	1.0000	
486	0.8364	0.0	0.4000	0.0400	0.0040	0.2667	0.0	0.2000	0.0200	0.1333	0.6000	0.0	0.0080	0.8883	0.7500	0.7500	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.4000	0.4000	0.4000	0.8500	0.9447	0.9447	0.9447	0.9447	0.9447	0.9447	0.9447	0.9447	0.8319	0.9447	0.9862	4	4	0.0	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	0.7500	0.0	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	0.7500	0.0	1.0000	0.0080	0.0040	0.0040	1.0000	1.0000	1.0000	1.0000	1.0000	
487	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14	0	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
